,Unnamed: 0,post_id,content_series,platform,url,impressions,likes,comments,post_content
0,148532,14299368,1,instagram,https://www.instagram.com/p/CbwHlf1sgQs/,2522945,224595.0,48865.0,"Flamengo | Hoje, o Flamengo chora. Perdemos um dos nossos. Adenir Silva, o nosso Deni, nos deixou aos 75 anos. Um pilar de nossos valores, um s�... | Instagram"
1,148531,14329567,1,instagram,https://www.instagram.com/p/Cb3csosL5Dz/,2779374,264617.0,42073.0,"Flamengo | O número 7 é associado com a sabedoria. Essa história começou em 2017, quando um casal decidiu voltar ao Brasil. Era um momento que... | Instagram"
2,148513,15784184,1,instagram,https://www.instagram.com/p/CekOqaNM7s1/,2134098,161792.0,30768.0,Flamengo | Fim de jogo. Bolívar 2 x 1 Flamengo.#CRF #VamosFlamengo📸 Gilvan de Souza / CRF | Instagram
3,148521,15073739,1,instagram,https://www.instagram.com/p/CdTZlrCMAq8/,2318544,213166.0,35506.0,Flamengo | O Clube de Regatas do Flamengo informa que o ex-atleta Filipe Luís é o novo técnico do Sub-17 rubro-negro. O profissional inicia os tr... | Instagram
4,148499,16456062,1,instagram,https://www.instagram.com/p/CfsbM31M1gh/,3143880,677680.0,28972.0,"Flamengo | FIMMMMM DE JOGO em Manaus! O MENGÃO estreia com o pé direito no @Cariocao! Goleada de 4 a 0 sobre o Audax com gols de Léo Pereira, Ped... | Instagram"
5,148514,15737650,1,instagram,https://www.instagram.com/p/CecBsecpWxm/,1947311,179495.0,28798.0,"Flamengo | Nascido pra eternidade. Nascido pra essas cores...Gabriel Barbosa, Gabi... gol. Há exatos cinco anos, nossos destinos se entrelaçavam... | Instagram"
6,148497,16573425,1,instagram,https://www.instagram.com/p/Cf-epFctu-6/,2326514,601653.0,32275.0,"Flamengo | FIMMMMM DE JOGO no Serra Dourada! O MENGÃO vence o Atlético-GO por 2 a 1, pelo Brasileirão, com gols de De La Cruz e Pedro! #CRF #Va... | Instagram"
7,148519,15214902,1,instagram,https://www.instagram.com/p/CdjbeGNr73P/,2089916,186519.0,26201.0,"Flamengo | ALÔ, NAÇÃO! #ERGAATAÇA - MAIS UMA PRA CONTA! PELA 38ª VEZ, FLAMENGO NO TOPO DO RIO DE JANEIRO! | Instagram"
8,148492,16985251,1,instagram,https://www.instagram.com/p/Cgx85lmMW-o/,3724194,882148.0,33203.0,Flamengo | Fim de jogo em Bogotá. O Flamengo fica no empate em 1 a 1 com o Millonarios.#VamosFlamengo #CRF | Instagram
9,148510,15900255,1,instagram,https://www.instagram.com/p/CesAeAVsNFS/,2195554,218962.0,20096.0,"Flamengo | Nova temporada, novo número! 🔴⚫️Pra cima, LA7️⃣! #VamosFlamengo #CRF 📸: Marcelo Cortes /CRF | Instagram"
10,148507,16007757,1,instagram,https://www.instagram.com/p/CfAER7JJuR_/,1725391,154357.0,21710.0,"Flamengo | HOJE TEM MENGÃO NO CAMPEONATO CARIOCA! Às 21h30 (horário de Brasília), o Mais Querido estreia na competição e na temporada contra... | Instagram"
11,148505,16134147,1,instagram,https://www.instagram.com/p/CfIYXmHsWQB/,2014155,215114.0,19953.0,Flamengo | O MENGÃO conquista a Taça Guanabara pela 24ª vez em sua história! É o maior vencedor da competição! 🏆❤️🖤#CRF #VamosFla... | Instagram
12,148486,17553913,1,instagram,https://www.instagram.com/p/Chqmy9AMwp4/,4497351,960663.0,30674.0,Flamengo | FIMMMMMMM DE JOGO NO MARACA! O MENGÃO VENCE O FLUMINENSE POR 2 A 0 COM GOLS DE CEBOLINHA E PEDRO NO PRIMEIRO JOGO DA SEMIFINAL DO CARIOC... | Instagram
13,148515,15619829,1,instagram,https://www.instagram.com/p/CeKOFNvMypF/,1964536,341620.0,10211.0,"Flamengo | FIM DE JOGO NO MARACA! Com gols de Luiz Araújo e Nico de la Cruz, o Mengão vence o São Paulo pelo placar de 2 a 1!#CRF #VamosFlamengo | Instagram"
